File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetExternalResource(v8::Local<v8::String> str),6,6,3,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,IsExternal(v8::Local<v8::String> str),6,6,3,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"Encode( const void *buf, size_t len, enum Encoding encoding = BINARY)",29,28,10,6,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"DecodeBytes( v8::Local<v8::Value> val, enum Encoding encoding = BINARY)",14,14,5,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"DecodeWrite( char *buf , size_t len , v8::Local<v8::Value> val , enum Encoding encoding = BINARY)",20,20,5,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetPrototypeTemplate( v8::Local<v8::FunctionTemplate> templ , const char *name , v8::Local<v8::Data> value )",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetPrototypeTemplate( v8::Local<v8::FunctionTemplate> templ , v8::Local<v8::String> name , v8::Local<v8::Data> value , v8::PropertyAttribute attributes )",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetInstanceTemplate( v8::Local<v8::FunctionTemplate> templ , const char *name , v8::Local<v8::Data> value )",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetInstanceTemplate( v8::Local<v8::FunctionTemplate> templ , v8::Local<v8::String> name , v8::Local<v8::Data> value , v8::PropertyAttribute attributes )",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetMethodAux(T recv, v8::Local<v8::String> name, v8::Local<v8::FunctionTemplate> tpl, v8::Template *)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetMethodAux(T recv, v8::Local<v8::String> name, v8::Local<v8::FunctionTemplate> tpl, ...)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetMethod( HandleType<T> recv , const char *name , FunctionCallback callback)",8,6,6,0,0,0,2,12,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetPrototypeMethod( v8::Local<v8::FunctionTemplate> recv , const char* name, FunctionCallback callback)",9,9,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetAccessor( v8::Local<v8::ObjectTemplate> tpl , v8::Local<v8::String> name , GetterCallback getter , SetterCallback setter = 0 , v8::Local<v8::Value> data = v8::Local<v8::Value>() , v8::AccessControl settings = v8::DEFAULT , v8::PropertyAttribute attribute = v8::None , imp::Sig signature = imp::Sig())",34,28,13,2,6,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetAccessor( v8::Local<v8::Object> obj , v8::Local<v8::String> name , GetterCallback getter , SetterCallback setter = 0 , v8::Local<v8::Value> data = v8::Local<v8::Value>() , v8::AccessControl settings = v8::DEFAULT , v8::PropertyAttribute attribute = v8::None)",44,38,14,4,6,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetNamedPropertyHandler( v8::Local<v8::ObjectTemplate> tpl , PropertyGetterCallback getter , PropertySetterCallback setter = 0 , PropertyQueryCallback query = 0 , PropertyDeleterCallback deleter = 0 , PropertyEnumeratorCallback enumerator = 0 , v8::Local<v8::Value> data = v8::Local<v8::Value>())",61,53,23,5,8,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetIndexedPropertyHandler( v8::Local<v8::ObjectTemplate> tpl , IndexGetterCallback getter , IndexSetterCallback setter = 0 , IndexQueryCallback query = 0 , IndexDeleterCallback deleter = 0 , IndexEnumeratorCallback enumerator = 0 , v8::Local<v8::Value> data = v8::Local<v8::Value>())",61,53,23,5,8,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetCallHandler( v8::Local<v8::FunctionTemplate> tpl , FunctionCallback callback , v8::Local<v8::Value> data = v8::Local<v8::Value>())",16,12,9,1,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetCallAsFunctionHandler( v8::Local<v8::ObjectTemplate> tpl, FunctionCallback callback, v8::Local<v8::Value> data = v8::Local<v8::Value>())",16,12,9,1,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"Export(ADDON_REGISTER_FUNCTION_ARGS_TYPE target, const char *name, FunctionCallback f)",5,4,3,0,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,MakeMaybe(MaybeMaybe<T> v),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,FunctionCallbackWrapper(const v8::FunctionCallbackInfo<v8::Value> &info),8,8,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"GetterCallbackWrapper( v8::Local<v8::Name> property , const v8::PropertyCallbackInfo<v8::Value> &info)",8,8,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"SetterCallbackWrapper( v8::Local<v8::Name> property , v8::Local<v8::Value> value , const v8::PropertyCallbackInfo<void> &info)",8,8,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"GetterCallbackWrapper( v8::Local<v8::String> property , const v8::PropertyCallbackInfo<v8::Value> &info)",8,8,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"SetterCallbackWrapper( v8::Local<v8::String> property , v8::Local<v8::Value> value , const v8::PropertyCallbackInfo<void> &info)",8,8,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertyGetterCallbackWrapper( v8::Local<v8::Name> property , const v8::PropertyCallbackInfo<v8::Value> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertySetterCallbackWrapper( v8::Local<v8::Name> property , v8::Local<v8::Value> value , const v8::PropertyCallbackInfo<v8::Value> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,PropertyEnumeratorCallbackWrapper( const v8::PropertyCallbackInfo<v8::Array> &info),9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertyDeleterCallbackWrapper( v8::Local<v8::Name> property , const v8::PropertyCallbackInfo<v8::Boolean> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertyQueryCallbackWrapper( v8::Local<v8::Name> property , const v8::PropertyCallbackInfo<v8::Integer> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertyGetterCallbackWrapper( v8::Local<v8::String> property , const v8::PropertyCallbackInfo<v8::Value> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertySetterCallbackWrapper( v8::Local<v8::String> property , v8::Local<v8::Value> value , const v8::PropertyCallbackInfo<v8::Value> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,PropertyEnumeratorCallbackWrapper( const v8::PropertyCallbackInfo<v8::Array> &info),9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertyDeleterCallbackWrapper( v8::Local<v8::String> property , const v8::PropertyCallbackInfo<v8::Boolean> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"PropertyQueryCallbackWrapper( v8::Local<v8::String> property , const v8::PropertyCallbackInfo<v8::Integer> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"IndexGetterCallbackWrapper( uint32_t index, const v8::PropertyCallbackInfo<v8::Value> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"IndexSetterCallbackWrapper( uint32_t index , v8::Local<v8::Value> value , const v8::PropertyCallbackInfo<v8::Value> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,IndexEnumeratorCallbackWrapper( const v8::PropertyCallbackInfo<v8::Array> &info),9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"IndexDeleterCallbackWrapper( uint32_t index, const v8::PropertyCallbackInfo<v8::Boolean> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_12_inl.h,"IndexQueryCallbackWrapper( uint32_t index, const v8::PropertyCallbackInfo<v8::Integer> &info)",9,9,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,FunctionCallbackWrapper(const v8::Arguments &args),9,9,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"GetterCallbackWrapper( v8::Local<v8::String> property, const v8::AccessorInfo &info)",9,9,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"SetterCallbackWrapper( v8::Local<v8::String> property , v8::Local<v8::Value> value , const v8::AccessorInfo &info)",8,8,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"PropertyGetterCallbackWrapper( v8::Local<v8::String> property, const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"PropertySetterCallbackWrapper( v8::Local<v8::String> property , v8::Local<v8::Value> value , const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,PropertyEnumeratorCallbackWrapper( const v8::AccessorInfo &info),10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"PropertyDeleterCallbackWrapper( v8::Local<v8::String> property , const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"PropertyQueryCallbackWrapper( v8::Local<v8::String> property, const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"IndexGetterCallbackWrapper( uint32_t index, const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"IndexSetterCallbackWrapper( uint32_t index , v8::Local<v8::Value> value , const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,IndexEnumeratorCallbackWrapper( const v8::AccessorInfo &info),10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"IndexDeleterCallbackWrapper( uint32_t index, const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_callbacks_pre_12_inl.h,"IndexQueryCallbackWrapper( uint32_t index, const v8::AccessorInfo &info)",10,10,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters.h,To(v8::Local<v8::Value> val),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters_43_inl.h,imp::ToFactory<v8::TYPE>::convert(v8::Local<v8::Value> val),6,6,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters_43_inl.h,imp::ToFactory<v8::Boolean>::convert(v8::Local<v8::Value> val),4,4,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters_43_inl.h,imp::ToFactory<TYPE>::convert(v8::Local<v8::Value> val),4,4,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters_43_inl.h,imp::ToFactory<bool>::convert(v8::Local<v8::Value> val),4,4,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters_pre_43_inl.h,imp::ToFactory<v8::TYPE>::convert(v8::Local<v8::Value> val),2,2,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_converters_pre_43_inl.h,imp::ToFactory<TYPE>::convert(v8::Local<v8::Value> val),2,2,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_define_own_property_helper.h,"DefineOwnPropertyHelper( v8::PropertyAttribute current , v8::Handle<v8::Object> obj , v8::Handle<v8::String> key , v8::Handle<v8::Value> value , v8::PropertyAttribute attribs = v8::None)",6,6,2,2,0,3,0,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Array>::New(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Array>::New(int length),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Boolean>::New(bool value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::BooleanObject>::New(bool value),7,7,3,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::Context>::New( v8::ExtensionConfiguration* extensions , v8::Local<v8::ObjectTemplate> tmpl , v8::Local<v8::Value> obj)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Date>::New(double value),5,5,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Date>::New(double value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::External>::New(void * value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::Function>::New( FunctionCallback callback , v8::Local<v8::Value> data)",28,23,14,2,5,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::FunctionTemplate>::New( FunctionCallback callback , v8::Local<v8::Value> data , v8::Local<v8::Signature> signature)",24,21,14,4,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Number>::New(double value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::NumberObject>::New(double value),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,IntegerFactory<T>::New(int32_t value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,IntegerFactory<T>::New(uint32_t value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Uint32>::New(int32_t value),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Uint32>::New(uint32_t value),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Object>::New(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::ObjectTemplate>::New(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::RegExp>::New( v8::Local<v8::String> pattern , v8::RegExp::Flags flags)",6,6,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::RegExp>::New( v8::Local<v8::String> pattern , v8::RegExp::Flags flags)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Script>::New( v8::Local<v8::String> source),7,7,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::Script>::New( v8::Local<v8::String> source , v8::ScriptOrigin const& origin)",7,7,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Script>::New( v8::Local<v8::String> source),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::Script>::New( v8::Local<v8::String> source , v8::ScriptOrigin const& origin)",3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::Signature>::New(Factory<v8::Signature>::FTH receiver),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::String>::New(const char * value, int length)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New(std::string const& value),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::String>::New(const uint16_t * value, int length)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New(v8::String::ExternalStringResource * value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New(ExternalOneByteStringResource * value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::String>::New(const char * value, int length)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New( std::string const& value),5,5,3,1,0,1,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::String>::New(const uint16_t * value, int length)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New(v8::String::ExternalStringResource * value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::String>::New(ExternalOneByteStringResource * value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::StringObject>::New(v8::Local<v8::String> value),22,21,3,2,0,0,1,3,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::UnboundScript>::New(v8::Local<v8::String> source),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::UnboundScript>::New( v8::Local<v8::String> source , v8::ScriptOrigin const& origin)",4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,Factory<v8::UnboundScript>::New(v8::Local<v8::String> source),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"Factory<v8::UnboundScript>::New( v8::Local<v8::String> source , v8::ScriptOrigin const& origin)",3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,New(v8::Handle<T> h),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"New(v8::Persistent<T, M> const& p)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,"New(Persistent<T, M> const& p)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_12_inl.h,New(Global<T> const& p),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Array>::New(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Array>::New(int length),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Boolean>::New(bool value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::BooleanObject>::New(bool value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,"Factory<v8::Context>::New( v8::ExtensionConfiguration* extensions , v8::Local<v8::ObjectTemplate> tmpl , v8::Local<v8::Value> obj)",5,5,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Date>::New(double value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::External>::New(void * value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,"Factory<v8::Function>::New( FunctionCallback callback , v8::Local<v8::Value> data)",6,5,3,1,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,"Factory<v8::FunctionTemplate>::New( FunctionCallback callback , v8::Local<v8::Value> data , v8::Local<v8::Signature> signature)",27,20,13,4,5,0,2,15,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Number>::New(double value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::NumberObject>::New(double value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,IntegerFactory<T>::New(int32_t value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,IntegerFactory<T>::New(uint32_t value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Uint32>::New(int32_t value),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan_implementation_pre_12_inl.h,Factory<v8::Uint32>::New(uint32_t value),2,2,2,1,0,0,0,0,
